time,Fp1,Fp2,C3,C4
0.0,8.19906071895523,2.230653348668585,-0.02804461641818462,5.1010213582491355
0.00390625,9.107807956520123,4.034878495389892,-1.9020260340373123,6.852263572231653
0.0078125,8.325933390430789,3.215960426742653,-2.506133863977071,5.165425859886611
0.01171875,10.08275867989099,4.853726277207623,-3.400099600406936,5.980486473750879
0.015625,11.141297661145323,4.922370736613622,-5.085927380616885,6.726185872625481
0.01953125,6.792702791186958,4.642422434189523,-5.580684863200191,8.664181800654282
0.0234375,4.785531450398528,5.714776598926426,-6.757659708742552,8.992852620059473
0.02734375,4.170989729293173,7.435025497741032,-7.586466321595743,5.63832283245276
0.03125,0.6702770544545884,5.696051456780971,-7.909948675292255,3.2110636660819294
0.03515625,-0.4222903758080423,5.174579013851773,-6.7077435639738185,1.9362494635911278
0.0390625,-4.540008000123517,2.516663588023336,-6.157715710693181,-1.873665273176138
0.04296875,-6.503021060378718,2.0479168858501486,-2.565469351860986,-4.622529288881836
0.046875,-5.328921142051298,-0.9880448021065606,-2.376231108365701,-6.12843964442142
0.05078125,-4.37364670951405,-1.1799044846364881,1.6400993911448536,-6.716245723147061
0.0546875,-6.016811672605809,-6.086601218480256,3.5941761865964943,-10.033464802273665
0.05859375,-3.812318852152938,-3.153536682125244,4.899183947164643,-8.408015807314092
0.0625,-1.5896385471348626,-3.88095873366039,2.9377455437330693,-7.956104435306371
0.06640625,-1.9446865891245313,-3.790986252089781,3.2038052410585447,-6.593111459101355
0.0703125,-2.416481839938241,-2.58492744370479,1.5973713042908713,-6.637684739062887
0.07421875,-1.029924421619472,-1.6385572275288105,1.3162264300652964,-6.028593316871584
0.078125,-2.5494778692470113,0.2036130576802927,-0.7769805291207681,-4.896831510657991
0.08203125,-1.9907445495117082,1.9461628598569038,-1.1484902771475003,-1.223311591229775
0.0859375,-2.0490450684618446,2.9061882905856846,-0.33027159771334685,-3.1518995901230475
0.08984375,-1.1797629019035265,3.1748438396008862,0.2726597841353634,-0.784721923977993
0.09375,-0.5648155014169003,2.7280921594239556,-2.9902573949244458,-1.2380934596466941
0.09765625,-0.22233999829921447,3.10497493081436,-0.9402125723026487,-2.6159445864626494
0.1015625,2.299822205079633,3.8843418423189324,-1.6937994799689053,1.8812887255771797
0.10546875,1.8079701977789613,1.090260871012321,0.8749235842444065,0.10198459994703557
0.109375,3.6799311091452616,1.1588117347542952,-0.2605398133343372,2.161086308224126
0.11328125,4.25746991308604,-0.41421162807181233,-1.7467994635768442,4.468549853689689
0.1171875,3.3193878910177075,-0.08153189855215554,-1.7891370945874727,4.836828963098023
0.12109375,0.3175940203721659,-0.18483525026577866,-2.950216077146162,5.882958682472709
0.125,0.771741212342719,-1.872360185250042,-4.327889721932889,5.184527288633559
0.12890625,-2.0453704161100994,-0.7556116382315161,-4.038181323684041,2.458845373171496
0.1328125,-3.361922716329222,-0.4901281982748697,-1.823925246023087,1.933786029905124
0.13671875,-5.367558906530626,-0.5428192778583707,0.009647787587849899,0.9612164859267296
0.140625,-4.851144743496382,-4.660037630839,0.05490208791295248,-0.2137411959504607
0.14453125,-5.889459957024793,-3.0186529074513913,2.1674845984893754,-1.488353314825787
0.1484375,-5.68638214948584,-4.6533336556924185,4.4591709395439665,-2.5782155499984913
0.15234375,-2.9958410605080203,-7.658722284239444,6.771369205881081,-1.9724179749367425
0.15625,-3.1495404244505765,-8.755839885547736,7.495837060867245,-5.67997808595036
0.16015625,-0.3347265804716806,-8.343756556760408,8.212882549469098,-4.304943022798141
0.1640625,0.3404339075343805,-5.445889647613093,7.2039896347901555,0.0845847856628894
0.16796875,2.0434095475732237,-3.6216360848122204,6.964725546869215,-0.3705820304922393
0.171875,3.747062481580702,-1.4910127338620327,5.119055803166476,-2.187273796408524
0.17578125,2.476200989398876,-1.3104576500719904,5.002113668481526,1.7085285960648553
0.1796875,3.886316600608758,1.194148187896793,2.1162202334843894,1.8945975114970073
0.18359375,3.2350580304464636,3.1565161004263844,-1.2717760993009557,3.268283784417127
0.1875,5.693185566637625,6.455409027363133,1.3486225691649036,3.1423825253280198
0.19140625,4.628394181222673,8.098686385137311,-1.7613365078994727,2.9815860493207236
0.1953125,6.740425363771789,5.8577042676023225,-1.8214950685796951,2.6750906676516912
0.19921875,5.786605984915992,4.979793528075742,-3.2958802221707297,4.104341319853896
0.203125,5.734476814451809,4.961222050883106,-4.973933258462252,3.5112733527830366
0.20703125,7.4201454814587455,4.798453782186172,-4.892398189007177,4.926844569317881
0.2109375,7.165004242283498,6.316133866404794,-7.105661597603979,5.159354036381767
0.21484375,6.036656313205896,6.541881266765425,-7.553709252343227,3.895508046808912
0.21875,5.613818767272753,4.637135123407732,-8.094175079458214,3.148003576667888
