Date,Open,High,Low,Close,Volume
2023-01-02,100.33701332836367,100.89719521867426,99.4003483357878,100.0,4673895
2023-01-03,98.54639731000955,99.14407116273499,96.54482845111129,98.35217982292961,1619645
2023-01-04,99.02037645422841,99.8587303004857,96.76687960558715,98.84232113411163,1610010
2023-01-05,99.3935583351903,99.6744760447472,98.84746438555774,99.27580593353831,6062064
2023-01-06,101.05519641163175,103.1743106608899,100.04272930687421,100.80045688433492,2785544
2023-01-09,99.60112726008053,101.41522043105265,99.41609335775112,99.94232525615644,2680915
2023-01-10,99.55274197221836,100.0702720571454,98.18300015410286,99.175013345952,4160983
2023-01-11,95.6627525485914,96.36919137939144,94.13052704318562,95.30835460060855,2716092
2023-01-12,96.9070747279885,98.56162346806434,95.49376898529253,97.3654251120886,9359505
2023-01-13,96.7614092690439,97.9723518983593,94.80984306763574,96.44716823947432,2851883
2023-01-16,95.03838213078821,96.71461074372283,93.83929419457837,95.39241211629569,3923766
2023-01-17,94.35495311257058,96.69833162596146,93.55578766495013,94.51078357537833,5311955
2023-01-18,95.6093021716221,96.65798024522783,93.34043698936867,95.37705117739768,7283533
2023-01-19,95.24676504889877,97.94301692198907,94.3438865211214,95.57098014127769,2255758
2023-01-20,95.1527794529149,96.89833563575442,92.52548855823984,94.85118396591677,2652513
2023-01-23,94.32839208568919,94.65504174078187,92.45684951445534,94.01613237727028,6182887
2023-01-24,95.37817707474466,97.60308961886506,94.90334687109828,95.371055018271,4901398
2023-01-25,93.46508608128718,94.36798244144924,92.28008659108097,93.92873157083801,5596141
2023-01-26,93.52002810112606,95.66910903121124,92.83139757905187,93.71961514311613,1648947
2023-01-27,93.5250271577114,94.4204238089126,91.75434986631132,93.41579894273158,7088610
2023-01-30,94.43227122079671,96.06578997060963,93.64155988410135,93.98005219950971,2233982
2023-01-31,98.0445040727155,100.06618063565172,97.32576477439784,97.91543828002476,3598927
2023-02-01,100.32317302427921,102.62995168632914,98.38428583656956,100.56472589459067,3035505
2023-02-02,101.2150055079378,103.11839848816649,100.34924024931593,101.07955314205985,2106963
2023-02-03,102.47764892877014,103.35940002066278,100.259710253919,102.43668922961332,1613202
2023-02-06,101.1890488009607,101.29628126147013,100.05669397263414,100.90666614236078,1366927
2023-02-07,98.14312992246562,99.6406672250437,96.8764145432409,98.53037336643177,3469458
2023-02-08,95.81403401560738,96.13711730977253,93.8477217746507,95.56458378701335,1524749
2023-02-09,93.7289093620058,95.37516029049466,92.39815885385778,93.69024660267965,1854437
2023-02-10,94.96472586466426,95.46859048625277,93.67423606182331,94.52707307484577,2931374
2023-02-13,95.65322850971128,98.14609737064342,95.14454928174376,95.8047224421417,873790
2023-02-14,95.65285994446896,97.12550466523543,95.26219858964646,95.5261713276159,4825813
2023-02-15,95.06082324737697,96.6317392496034,93.8009072305474,94.65190043509799,979753
2023-02-16,92.16179108232713,92.99668278952873,90.9544796981142,92.5295871901383,3144966
2023-02-17,95.2521218392782,96.90741953384013,92.60110212516109,94.83746542387202,3293658
